"time" "AWP_SST_area" "WHWP_SST_area" "AWP_SST" "WHWP_SST" "TNA_SST" "NP_SST" "NWA_SST" "ENSO3.4_SST" "AMO_SST" "TNA_SSS" "AWP_SSS" "NP_SSS"
"1950-08-01" 446 584 302.128366410105 299.069884049811 299.772483470056 289.860556177041 285.77448760486 301.792148217223 291.895357228382 36.4653475976135 35.726659533852 32.7013712293078
"1950-09-01" 318 446 301.981342516447 299.078537963037 299.945346735071 290.031187547775 285.550879181409 301.922689681663 291.574528818428 36.497292497337 35.8623083817331 32.6792984388361
"1950-10-01" 319 440 300.895920281661 298.784445709436 299.815892211838 288.196518627565 282.68627591993 302.138127893434 290.546302240685 36.5168023447961 35.9610530050177 32.757473108978
"1950-11-01" 65 175 299.479171592311 297.741895486222 299.194658847237 285.806305792004 281.263696013904 302.258189208525 289.369140360699 36.5118129335601 35.9028901752673 32.8118249251079
"1950-12-01" 65 159 298.079952521073 296.695433200136 298.577254101532 284.953083651971 280.899305249824 302.206548991956 288.704864674056 36.4819461133852 35.9089022184673 32.8127915997608
"1951-01-01" 65 159 297.322089104903 295.779167621639 297.724008051633 282.971802213299 279.212060772005 301.944575489016 287.819769471506 36.5165706348226 35.9433975018953 32.6480886481492
"1951-02-01" 65 159 297.403574572111 295.482518908442 297.14580416872 282.52370163141 277.765835996534 301.817220931663 287.333881807663 36.5424995964004 35.9661509062115 32.4374463190487
"1951-03-01" 65 159 297.478399015728 295.266169707629 297.16041884532 282.126613382874 277.61300496586 301.945474380837 287.21160799547 36.5626100691047 35.9782737731934 32.588479625645
"1951-04-01" 90 203 297.838040161133 295.458194945459 297.445914601005 282.891651008062 278.914492622751 302.156839872661 287.659978184695 36.610615148022 35.9046239350971 32.5860292361941
"1951-05-01" 110 238 299.029150551244 296.154774153314 298.052189250256 284.15618815509 278.940303865026 302.25607867707 288.316848973085 36.6035991827324 36.1081104880885 32.8131406951702
"1951-06-01" 225 367 301.306627775493 297.226854098573 298.658416918748 286.034807752416 282.080570283483 302.025560479415 289.743843839248 36.4879936311114 36.1265996832597 32.7256787744525
"1951-07-01" 413 598 302.473055869655 298.37708383158 299.474886081617 288.665061330716 284.941684910508 301.853751103681 291.216876343634 36.3857678477227 35.9217387550756 32.9040852889888
"1951-08-01" 566 809 302.438442832545 299.288349385164 299.940899305421 290.621167741209 286.457943775615 301.865641945287 291.948745693733 36.4434407545635 35.9092271302876 32.8273372333837
"1951-09-01" 749 934 302.78751927426 299.305179642658 300.328442011063 290.811873706419 285.307318765609 301.918350793365 291.839031920956 36.333971331134 36.0256621310585 32.8608451134728
"1951-10-01" 483 670 301.478646529348 298.927510247263 299.999894639437 289.311857157086 283.194285908683 302.108183781904 290.6768955442 36.5303724107104 36.1225392191034 32.8645395940018
"1951-11-01" 274 420 300.252837974147 298.089367219056 299.475368464193 286.399925522939 280.893032011439 302.254732805983 289.619286949565 36.5350402537998 36.0847419337222 32.91526896918
"1951-12-01" 109 238 299.425711220189 297.379622603436 298.605968942399 284.735071893948 278.871693220295 302.222543644726 288.693005672274 36.6276782250549 36.0789742118434 32.9107426505777
"1952-01-01" 65 177 298.116265387284 296.351972805724 297.716542150902 283.523369075845 277.885847873375 302.043590689064 287.44927716673 36.545125603434 36.1119004098993 32.9024207271747
"1952-02-01" 65 175 297.561899285567 295.757102748326 297.168778139142 282.953676188961 277.909350160693 301.860354717513 287.119728738376 36.4402106228997 36.0454694848312 32.8308982944014
"1952-03-01" 74 192 297.633997706363 295.402706680817 297.17309881368 282.456114406807 278.168272925205 301.920454842704 287.176792608071 36.4924297081288 36.0407222948576 32.9264288280734
"1952-04-01" 109 241 297.742807167455 295.305457248818 297.523539541374 282.74617492777 278.233580542392 302.188163814688 287.675903504709 36.513229876938 36.0438679544549 33.0586687787058
"1952-05-01" 140 281 299.553301680715 296.139173525856 297.990634195104 283.755231310084 279.73593664951 302.274927469124 288.471441693416 36.4686064149497 36.1473808288574 33.0110617332395
"1952-06-01" 269 379 301.23219765111 297.124292116749 298.600195183526 285.147951850448 282.720605568808 302.175709315709 289.70598992754 36.4961388725296 36.0434231005217 32.9492280273691
"1952-07-01" 238 380 301.813589156301 298.141533842541 299.301424262389 287.453269389138 285.174718012575 301.999044948951 291.161225754353 36.4479823334947 35.873589766653 32.828022487128
"1952-08-01" 408 525 302.296974583676 298.776810668115 299.867511187376 289.586998428674 288.653235263512 301.910372052874 292.101314069089 36.3928153635764 35.8628147326018 32.8185400701874
"1952-09-01" 464 609 302.123464805201 299.215350507879 299.929788118864 289.735570803211 287.094106205174 302.050976287153 291.793781611662 36.409157745253 35.9935488249126 32.7526297118533
"1952-10-01" 362 494 301.118308619449 298.641310046968 299.860154440567 289.092478282416 284.293865891754 302.246433401466 290.871686362644 36.4368136872143 36.0963444358424 32.8478467159999
"1952-11-01" 109 203 299.599975907175 297.516984298602 299.005102656657 286.979120814385 281.860514656442 302.395083491964 289.591036025371 36.4799926479254 36.1007315183941 32.7869112258329
"1952-12-01" 65 159 298.507513588353 296.690755083772 298.283931525914 284.385106480537 280.755613358294 302.429369015801 288.64517197777 36.52443387107 36.0396168758995 32.7921862341278
"1953-01-01" 65 159 297.250172665245 295.733178295732 297.437674342808 282.856822961203 278.905959957936 302.223684956257 287.679622051627 36.4808239888468 36.0659956480327 32.6483561672381
"1953-02-01" 65 159 297.540297337582 295.377087734508 296.975056156896 282.259404829288 278.290512210033 302.077726321113 287.169238729948 36.5609776920528 36.0378733383982 32.7221589728968
"1953-03-01" 65 159 298.476531179328 295.637570750957 296.899375389199 282.243558058098 277.946993343166 302.148591235168 287.177392418315 36.6186331967553 35.9597498843544 32.7325908034595
"1953-04-01" 111 237 299.563451505962 295.9510943562 297.208513524237 283.330904225212 279.090906236993 302.31849222972 287.54796000593 36.6482211880945 36.0938513103284 32.7992908041276
"1953-05-01" 156 302 300.02088060881 296.556198888247 297.923767962316 284.063406518838 279.469017028809 302.403663635254 288.559070365114 36.5771303467045 36.083279740183 32.7942543788929
"1953-06-01" 177 325 301.331088096217 297.219066510882 298.706999803049 285.152727623682 280.854527457816 302.306361148232 289.717801182988 36.5080311448289 35.965479138023 32.7370985926285
"1953-07-01" 377 563 302.08337498715 298.592635630913 299.513022622535 287.940467644687 283.919579552822 302.128902865532 291.379937516719 36.4662160660626 35.8802789989271 32.8348652537585
"1953-08-01" 578 771 302.759552965666 299.107271612258 299.740806261896 289.296721551746 285.055395532827 301.993633585765 291.951070186619 36.4607753444153 35.8119898545115 32.848200154344
"1953-09-01" 580 780 302.537953105726 299.654672095889 300.096527232377 289.903250977372 284.518873120918 302.109064546743 291.818959000848 36.5497532587264 35.7972141667416 32.9148307281545
"1953-10-01" 328 555 301.443486103259 299.053871621891 299.964480972053 287.952142010083 282.666522541984 302.298345465409 290.697714900298 36.5015738334424 35.89821054559 32.9641225033534
"1953-11-01" 249 372 299.342708386873 297.515054632693 299.354083889238 286.274519836527 281.478699230757 302.470436784558 289.647625781594 36.5794321528313 35.942046175505 32.897192007669
"1953-12-01" 145 240 298.212539672852 296.773857646086 298.598800346228 284.621981948169 279.600321034916 302.375449560639 288.679136370364 36.5984872001663 35.948308824238 32.8515301478245
"1954-01-01" 65 159 298.04014635588 295.525620939294 297.627533395221 283.554942319247 277.868984910308 302.181898532953 287.563956343083 36.5922615794091 36.0065049623188 32.855339562715
"1954-02-01" 71 172 297.790181692023 295.367754338063 297.25293401193 283.162909360667 277.466317598937 302.072177743553 287.259524944878 36.6434849241926 35.9550789481715 32.7462718830773
"1954-03-01" 65 159 297.752191643966 295.269448665697 297.316380986225 283.121823388348 277.359942701996 302.298101726331 287.128377518361 36.57645711067 35.9639413130911 32.7827397405014
"1954-04-01" 84 209 298.850528596577 295.658707640771 297.576352344084 283.194001155113 277.771490878746 302.596802274087 287.589611398441 36.5583094815453 35.9659871753893 32.9083435191444
"1954-05-01" 177 313 300.670525319953 296.52020674725 298.126383684821 283.705634627967 278.624501462843 302.956866386241 288.449371915665 36.6093075657471 35.9730447468005 32.8730998474172
"1954-06-01" 234 380 301.996440847296 297.320305399992 298.714136098763 285.841991215796 281.662681454518 302.661087839227 289.72879418011 36.6078362455233 35.8935625979775 32.9155630203424
"1954-07-01" 377 570 301.80648241545 298.072043863932 299.373664642581 287.442723921085 284.904191189125 302.557232562761 291.108771624762 36.6501648034334 35.6407221944709 32.8273810929129
"1954-08-01" 570 793 301.931394075092 298.844047411445 299.971820231474 288.807152186658 286.577608952757 302.38292074562 291.803958335792 36.5921960331605 35.6463851125617 32.8026812823851
"1954-09-01" 526 676 301.676723600689 298.651041832749 300.233060600892 289.717578539999 285.72010090312 302.481714004861 291.78321702233 36.5274741615775 35.8888348428827 32.7967896026561
"1954-10-01" 358 456 300.663741262336 298.122282316247 300.127722380397 288.257043993493 281.854052684346 302.341985200581 290.759988934996 36.4867218087218 35.9820342415258 32.8684744067848
"1954-11-01" 84 194 299.395698788292 297.702432645421 299.27566630741 286.802022045129 280.089130088931 302.41511260298 289.571752210542 36.5235972646284 35.9780838615016 32.8189936332639
"1954-12-01" 65 179 298.117844591643 296.568110667118 298.532806699953 285.214407647229 278.373675487081 302.369894443598 288.587939016721 36.5903105938894 35.9968429966977 32.8808367714953
"1955-01-01" 65 159 297.581822445518 295.211201902636 297.628852384293 283.69574627473 278.248109786237 302.113331558113 287.609397822108 36.5836020270419 35.9073583502518 33.0802367101261
"1955-02-01" 65 159 297.357111238178 295.047188479884 297.107747421122 282.916137543484 278.24757085081 301.996203945992 287.267782399157 36.5824975329045 35.8715307536878 32.9052320040676
"1955-03-01" 65 159 297.925748804996 295.480478258198 296.980720041108 282.720580852249 277.90467184098 301.701111642938 287.215266207938 36.5723995959299 35.9938355897602 32.791835300958
"1955-04-01" 119 225 298.883285361842 295.960211057079 296.974466782612 282.689111915196 277.754183909932 301.817984043207 287.429858459903 36.5370006677345 35.9906062477513 32.9801011884193
"1955-05-01" 140 267 300.082763350637 296.368597204507 297.817820319631 284.161872066669 278.675805388904 301.833863566693 288.44774276257 36.5044944445937 35.9232981230083 32.8216571807861
"1955-06-01" 175 330 301.093230879934 297.138694545201 298.561050822825 285.771757160649 280.591494951092 301.850158691406 289.495350331962 36.528548188432 35.7363355736983 32.9164534832905
"1955-07-01" 262 419 301.192827887284 297.620956649261 299.229630948595 287.369954224645 283.443304968662 301.844044850285 290.920787978004 36.5234289885051 35.5220637070505 32.9467642738254
"1955-08-01" 508 636 302.393446430407 298.173229565264 299.807329024937 288.710573313446 284.676958928343 301.76159197585 291.763881029511 36.4592087302682 35.5056480608488 32.9527497457628
"1955-09-01" 485 660 301.78720703125 298.671367577793 300.113521995568 289.237883053807 283.630223258597 301.869596782484 291.490938860844 36.4705713438456 35.5931713305022 33.0035986734267
"1955-10-01" 189 283 300.87688293457 297.580657170095 299.923626963139 287.831966267296 281.891507258181 301.965975883312 290.530546632826 36.4055201238357 35.7195104900159 33.0091725407944
"1955-11-01" 66 160 299.851168823242 296.92887394704 299.346801511244 286.053271646326 280.365294534652 302.293262739827 289.462328019771 36.4739539550719 35.7591542494924 32.8445246777131
"1955-12-01" 65 159 298.771611745734 295.935275123233 298.582887221598 284.053332023557 278.323765113706 302.458719411291 288.480984727566 36.5135623359293 35.6174443295127 32.8464069018514
"1956-01-01" 65 159 297.601485563579 295.180015429023 297.671704602286 283.244684323743 278.205064992436 302.149645984621 287.545918647328 36.5034073874143 35.7147906453986 32.830312924994
"1956-02-01" 65 159 297.461251670436 294.8606889582 297.315203204964 282.908073260812 277.305471826772 301.946576111299 287.044643627217 36.5272574357039 35.8475435758892 32.9353181355035
"1956-03-01" 65 159 297.909691258481 294.827192656848 297.051364763543 282.176411541738 277.346027937092 302.264053975729 286.933734579557 36.5266969808459 35.8727335277357 32.9777727680617
"1956-04-01" 155 261 298.993006816663 295.377609938018 297.69435329212 282.594778032445 277.972263148574 302.267733294265 287.471548667823 36.5847312006457 35.9120876312256 32.9677473545865
"1956-05-01" 170 290 300.319436966745 296.190737520594 298.376376610205 284.222053236827 278.019677084 302.328977197633 288.333718967342 36.4811535926184 35.8440506985313 32.970345919405
"1956-06-01" 176 331 301.172697850278 297.206423265107 298.9198353295 285.164666879632 280.629138008493 302.30068235469 289.557083262033 36.5032632568545 35.764266887464 32.9580464117958
"1956-07-01" 288 472 301.888165443822 298.339530311636 299.397408247735 287.935262449148 283.775810616915 301.950496358083 290.804793527839 36.3420296643859 35.4746600100869 32.904509925526
"1956-08-01" 458 701 302.381447400545 299.603235652171 299.887760254817 289.980564300891 285.587426357582 301.870325303615 291.599351711984 36.4497838552293 35.4659341711747 32.8733534140769
"1956-09-01" 362 497 301.977172530325 299.501061845637 300.057990681688 290.131848235629 284.547448580382 301.911460130735 291.284882095813 36.5393232631877 35.5897055374949 32.846029819343
"1956-10-01" 310 488 300.950469649465 299.127872596793 300.195034408806 287.645021454414 282.330813673676 302.056828606398 290.460510253906 36.5852299858542 35.7733126389353 32.9814623963971
"1956-11-01" 131 251 299.619032849764 297.759821594653 299.541977108896 286.134409535979 280.070032213555 302.277427788068 289.196751159484 36.5719583561648 35.9172126569246 33.0042435565398
"1956-12-01" 65 159 298.119376574065 296.780628354858 298.679319392383 285.062320335983 278.884066847504 302.379564213573 288.321698680313 36.6549986864442 35.8643049541273 33.0483358266144
"1957-01-01" 65 159 297.680096114309 295.929578176485 297.701867880623 283.887235068959 278.192664099521 302.148090333867 287.55529403456 36.6418224648095 36.0320021177593 33.0650307637937
"1957-02-01" 65 159 298.415918771844 295.953093859614 297.092589554393 283.196232784645 276.857157597776 301.811961926912 286.95075979857 36.699434907151 36.0707906421862 33.0639831327878
"1957-03-01" 97 196 297.939000501131 295.64706225752 297.053424633683 283.17671302302 278.153822601819 301.925769318315 287.083375203573 36.7363944063322 36.0974731646086 33.0381102648936
"1957-04-01" 126 239 298.734624119809 296.041657033907 297.125018568495 283.528405589646 278.458438935827 302.087249411676 287.426036405227 36.7255586117325 36.126602313393 33.0004759799584
"1957-05-01" 152 277 299.819505550987 296.572866800529 297.650823940469 284.853348917036 278.701742953941 302.463634519649 288.189567530575 36.6658853217506 35.9773867155376 33.0027934180366
"1957-06-01" 302 436 301.506113313374 297.566701585419 298.408937936692 286.704483968504 280.874448807513 302.292121543024 289.625038249927 36.6172415363861 35.8467484524376 33.0264974344231
"1957-07-01" 424 605 302.05732148823 298.830186410502 298.943724732432 288.817111798187 283.831555601026 302.020102135221 290.976786486116 36.4828600893156 35.7350674478631 32.9060290575423
"1957-08-01" 499 694 302.578416201943 299.027556085911 299.893514914124 290.157881956591 285.098202439605 301.63080361732 291.772939064664 36.4119146010455 35.7342233758224 32.9004318275262
"1957-09-01" 603 824 302.314390483655 299.867726436278 300.063234697891 290.592097495919 284.91575647573 301.786025943613 291.687862824193 36.4507769938657 35.858574013961 32.9389398204747
"1957-10-01" 439 622 301.527183452405 299.124500964937 300.089747436599 289.131176393424 282.38761138916 301.822887277245 290.553718743608 36.4056653744309 35.9003490247225 32.999643145509
"1957-11-01" 156 285 300.025215068616 297.580103203391 299.587234335853 287.916454764346 280.73831001657 302.58055602339 289.618384698751 36.4443112657713 35.9490127563477 32.9942700115602
"1957-12-01" 75 205 298.883209067897 297.259758857156 298.993668901765 286.310460737491 278.343524745253 302.438527903162 288.514691875108 36.5496739470693 36.0078052119205 33.0110360267348
"1958-01-01" 81 175 297.690510478773 296.491242493091 298.247465352971 285.030981161899 278.190642309971 301.90141181659 287.92376659812 36.5541574853429 36.0799062026174 33.0205835434137
"1958-02-01" 65 169 296.475572927375 295.555557147175 297.602504561894 284.396872348058 277.590388063525 301.853541553469 287.271952692283 36.4410477148834 36.0643186870374 32.9487590062282
"1958-03-01" 67 181 296.802324154502 295.543732395302 297.591397472166 284.002134762791 277.915247932809 302.090496952372 287.184250618588 36.4730127500956 36.0871535853336 32.9123938008525
"1958-04-01" 122 259 298.086138916016 295.965558068931 298.110440194347 284.420325891295 278.040830643451 302.306974023805 287.729550155532 36.4794095757041 36.0583010221782 32.9594551864548
"1958-05-01" 195 367 300.043491724918 296.97088631351 298.554168720139 285.525843074666 279.419138548804 302.636315539367 288.75481115612 36.4887167058175 36.1691548799214 32.8434873963668
"1958-06-01" 359 511 302.165493131939 298.170124619672 299.312934187942 287.537557320413 281.714510057793 302.596336536838 289.862878270452 36.4027925456513 35.9352505734092 32.8349328428556
"1958-07-01" 633 816 302.874106156199 299.292695752617 300.120548075219 289.520971750541 283.885528814597 302.342386116659 291.363776741143 36.3532441760173 35.7316923844187 32.8532138843442
"1958-08-01" 842 1012 303.545653815019 300.130238933953 300.629640947891 290.752916022913 285.662722228003 302.146678092784 292.274878046472 36.3473395701596 35.6665493814569 32.976252918022
"1958-09-01" 791 975 302.831843486585 300.113155941087 300.674255257293 290.214247417292 284.834525061435 302.300926437952 291.908896141398 36.4751444385211 35.8684837542082 32.9754558392425
"1958-10-01" 481 652 302.069589554636 299.452990639615 300.380212151982 289.232089471263 281.004561877642 302.460616549155 290.577632858722 36.2762184085033 35.8801383771394 33.0148507777731
"1958-11-01" 229 357 300.460480378803 298.223611304873 299.638478508494 286.620813676572 280.225765666024 302.747988708037 289.607600309097 36.3697315239278 35.8479429746929 33.013008541531
"1958-12-01" 165 287 298.865806017424 297.200242438284 298.822045515308 285.555693466667 278.09971656174 303.032898236038 288.522408501355 36.5028815047011 35.8965447676809 32.9799899770253
"1959-01-01" 106 208 297.836007208573 296.438394185799 297.916669144995 284.410196585837 277.111134763624 302.763946992114 287.681047465314 36.5234288453572 35.9381213137978 32.9427547612989
"1959-02-01" 69 174 298.185286030016 296.048070334091 297.233027996967 284.050998719375 276.361484465052 302.6457839048 287.157317986157 36.4792858572567 35.7911930084229 32.9443062961003
"1959-03-01" 72 179 297.828142989309 296.022736426113 297.131647578228 283.606813142944 276.830882963587 302.486759271837 287.178757319301 36.4151124934879 35.6940194380911 32.8862898749103
"1959-04-01" 117 236 298.715569265265 296.480671370111 297.499559268513 284.142525440425 277.050314731285 301.913953279194 287.508356960639 36.4714861883353 35.7473360563579 32.9486483515396
"1959-05-01" 185 329 300.178795262387 296.975406195193 297.909253809747 284.876270249906 278.778068667553 301.865386790799 288.242459404553 36.4800396236396 35.7778484143709 32.8760079689089
"1959-06-01" 140 289 301.013004182514 297.754642699365 298.554713294845 286.881466538159 280.131319139825 301.741098963228 289.350661834993 36.4511076402954 35.6291218406276 32.9094682665014
"1959-07-01" 289 463 301.775097335012 298.862950539102 299.130460806705 288.463140282069 283.505200370413 301.801112411614 290.788940024016 36.4182027928969 35.4935223428827 32.9179036154676
"1959-08-01" 519 721 301.971885600843 299.569703311012 299.770824178692 289.758496134238 285.850939140945 301.702007953386 291.733561204063 36.452047291924 35.5171249389648 32.956796639792
"1959-09-01" 559 727 301.972612401059 299.546112683355 299.919752198024 289.853149869549 284.746375287165 301.759703729386 291.630680867144 36.4568675062477 35.6741594013415 32.9465984799969
"1959-10-01" 362 502 301.622803858707 299.044310485425 299.767061033184 289.33557528722 281.448955723497 302.097574391759 290.425475730012 36.3497684180857 35.9252643384432 32.945308726423
"1959-11-01" 157 283 300.491633846885 298.273348438496 299.25697928856 287.675348031976 279.511755020892 302.549900198341 289.214309683163 36.2165453932106 35.9416264985737 32.9553810391655
"1959-12-01" 70 187 298.021644672595 297.187256938908 298.644370733988 285.848512462913 278.233784785036 302.392719354845 288.402568996157 36.4222789748929 36.0236785888672 33.1002098545309
"1960-01-01" 68 162 298.034798712479 295.779290314759 297.721127582974 284.28265431469 277.520109332976 302.233386563179 287.445305308547 36.4832427506515 36.0308587927567 33.0523440802275
"1960-02-01" 70 164 296.856266383121 295.511488933952 297.56274825642 283.763236835031 277.459021646468 301.940066574211 287.350805903778 36.555681791557 36.2250232094213 33.042132217888
"1960-03-01" 76 183 297.640291394685 295.773953392392 297.662482982989 283.396958637396 276.928853269483 301.780343822967 287.235367143983 36.5145634347478 36.1401699668483 32.9930478660621
"1960-04-01" 95 206 298.268397602282 296.081054313815 297.681695780449 283.674623201538 277.25242789847 302.196915418582 287.520377450503 36.5026351143332 36.0741510692396 33.0493019002785
"1960-05-01" 145 276 299.919339149877 296.745765530333 298.785619589911 284.734519338529 278.453188411525 302.338929484661 288.707590124278 36.531965892165 36.009085886102 33.0477061674963
"1960-06-01" 204 334 301.023962723581 297.422528906582 299.223777661937 286.211328155366 281.151132052062 302.109694115201 289.873128027786 36.4772099945656 35.868286333586 33.0253441780558
"1960-07-01" 435 572 301.871756623921 298.425732089711 299.580419299764 288.136596780907 284.511610187468 301.88394698523 291.293162120193 36.4846013399941 35.7936179913973 32.9890347665815
"1960-08-01" 580 747 302.118593717876 298.990293251089 300.205489856253 289.560474857564 286.918053548844 301.780959279914 292.140966471108 36.3965856269697 35.7293779875103 32.9736951729947
"1960-09-01" 720 886 302.237191772461 299.425587224636 300.719166264318 289.514846219748 285.476046077541 301.915321120642 292.013656779094 36.42908568508 35.7596750962107 32.9496422446585
"1960-10-01" 427 527 301.366404161955 298.580363495496 300.440762915176 288.689397049583 281.685800646172 302.242016211488 290.825314186611 36.4437463578539 35.8987450047543 33.0101336389039
"1960-11-01" 95 189 300.118722212942 297.755149291162 299.56368589905 286.731614803991 280.102753686123 302.437275477818 289.524182005975 36.4181521359612 35.9528475510447 33.0492130456675
"1960-12-01" 65 169 298.126849043997 296.492286609468 298.688572913834 284.910942520471 278.137851152264 302.39163833274 288.47200667121 36.5401261002732 35.8565482691715 33.0605417760846
"1961-01-01" 65 159 297.445342214484 295.731829377259 297.778065929804 283.948291126966 277.383606957608 302.247803308014 287.677135081066 36.5700953253384 36.1049262799715 33.0239987729201
"1961-02-01" 65 164 296.737878417969 295.309438277264 297.296844425521 283.505634111749 276.366446573226 302.076208301057 287.286838865712 36.4826428198669 36.0150683955142 32.9796757642705
"1961-03-01" 70 171 297.863789769223 295.398997860863 297.423730616691 283.183314182667 276.068700696601 302.146723467605 287.493117760604 36.465815542194 35.9865160289564 33.0328841169873
"1961-04-01" 112 230 298.640136397512 295.540547356638 297.728049231435 283.439351703397 276.67238104148 302.329163343387 287.787527272204 36.6101942178444 35.9773302981728 32.919482817895
